id,age, gender, education_level, job_title, years_of_experience, salary
3916,47,Male,PhD,Data Scientist,19,190000
3917,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3918,40,Female,Masters Degree,Human Resources Manager,12,130000
3919,33,Male,Bachelors Degree,Operations Manager,7,85000
3920,29,Female,High School,Junior Sales Associate,1,25000
3921,44,Male,PhD,Data Scientist,15,150000
3922,28,Male,Bachelors Degree,Software Developer,3,60000
3923,36,Female,Masters Degree,Marketing Coordinator,9,100000
3924,31,Male,Bachelors Degree,Operations Manager,6,75000
3925,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3926,42,Male,PhD,Data Scientist,14,140000
3927,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3928,26,Male,High School,Junior Sales Associate,2,30000
3929,39,Female,Masters Degree,Marketing Manager,11,120000
3930,30,Male,Bachelors Degree,Software Engineer,4,65000
3931,47,Male,PhD,Data Scientist,19,190000
3932,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3933,40,Female,Masters Degree,Human Resources Manager,12,130000
3934,33,Male,Bachelors Degree,Operations Manager,7,85000
3935,29,Female,High School,Junior Sales Associate,1,25000
3936,44,Male,PhD,Data Scientist,15,150000
3937,28,Male,Bachelors Degree,Software Developer,3,60000
3938,36,Female,Masters Degree,Marketing Coordinator,9,100000
3939,31,Male,Bachelors Degree,Operations Manager,6,75000
3940,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3941,42,Male,PhD,Data Scientist,14,140000
3942,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3943,26,Male,High School,Junior Sales Associate,2,30000
3944,39,Female,Masters Degree,Marketing Manager,11,120000
3945,30,Male,Bachelors Degree,Software Engineer,4,65000
3946,47,Male,PhD,Data Scientist,19,190000
3947,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3948,40,Female,Masters Degree,Human Resources Manager,12,130000
3949,33,Male,Bachelors Degree,Operations Manager,7,85000
3950,29,Female,High School,Junior Sales Associate,1,25000
3951,44,Male,PhD,Data Scientist,15,150000
3952,28,Male,Bachelors Degree,Software Developer,3,60000
3953,36,Female,Masters Degree,Marketing Coordinator,9,100000
3954,31,Male,Bachelors Degree,Operations Manager,6,75000
3955,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3956,42,Male,PhD,Data Scientist,14,140000
3957,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3958,26,Male,High School,Junior Sales Associate,2,30000
3959,39,Female,Masters Degree,Marketing Manager,11,120000
3960,30,Male,Bachelors Degree,Software Engineer,4,65000
3961,47,Male,PhD,Data Scientist,19,190000
3962,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3963,40,Female,Masters Degree,Human Resources Manager,12,130000
3964,33,Male,Bachelors Degree,Operations Manager,7,85000
3965,29,Female,High School,Junior Sales Associate,1,25000
3966,44,Male,PhD,Data Scientist,15,150000
3967,28,Male,Bachelors Degree,Software Developer,3,60000
3968,36,Female,Masters Degree,Marketing Coordinator,9,100000
3969,31,Male,Bachelors Degree,Operations Manager,6,75000
3970,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3971,42,Male,PhD,Data Scientist,14,140000
3972,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3973,26,Male,High School,Junior Sales Associate,2,30000
3974,39,Female,Masters Degree,Marketing Manager,11,120000
3975,30,Male,Bachelors Degree,Software Engineer,4,65000
3976,47,Male,PhD,Data Scientist,19,190000
3977,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3978,40,Female,Masters Degree,Human Resources Manager,12,130000
3979,33,Male,Bachelors Degree,Operations Manager,7,85000
3980,29,Female,High School,Junior Sales Associate,1,25000
3981,44,Male,PhD,Data Scientist,15,150000
3982,28,Male,Bachelors Degree,Software Developer,3,60000
3983,36,Female,Masters Degree,Marketing Coordinator,9,100000
3984,31,Male,Bachelors Degree,Operations Manager,6,75000
3985,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3986,42,Male,PhD,Data Scientist,14,140000
3987,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3988,26,Male,High School,Junior Sales Associate,2,30000
3989,39,Female,Masters Degree,Marketing Manager,11,120000
3990,30,Male,Bachelors Degree,Software Engineer,4,65000
3991,47,Male,PhD,Data Scientist,19,190000
3992,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3993,40,Female,Masters Degree,Human Resources Manager,12,130000
3994,33,Male,Bachelors Degree,Operations Manager,7,85000
3995,29,Female,High School,Junior Sales Associate,1,25000
3996,44,Male,PhD,Data Scientist,15,150000
3997,28,Male,Bachelors Degree,Software Developer,3,60000
3998,36,Female,Masters Degree,Marketing Coordinator,9,100000
3999,31,Male,Bachelors Degree,Operations Manager,6,75000
4000,27,Female,Masters Degree,Human Resources Coordinator,3,50000
4001,42,Male,PhD,Data Scientist,14,140000
4002,34,Female,Bachelors Degree,Human Resources Manager,6,75000
4003,26,Male,High School,Junior Sales Associate,2,30000
4004,39,Female,Masters Degree,Marketing Manager,11,120000
4005,30,Male,Bachelors Degree,Software Engineer,4,65000
4006,47,Male,PhD,Data Scientist,19,190000
4007,25,Female,Bachelors Degree,Junior Software Developer,1,35000
4008,40,Female,Masters Degree,Human Resources Manager,12,130000
4009,33,Male,Bachelors Degree,Operations Manager,7,85000
4010,29,Female,High School,Junior Sales Associate,1,25000
4011,44,Male,PhD,Data Scientist,15,150000
4012,28,Male,Bachelors Degree,Software Developer,3,60000
4013,31,Male,Bachelors Degree,Software Engineer,5,80000
4014,27,Female,Masters Degree,Marketing Manager,3,60000
4015,38,Male,PhD,Data Scientist,12,130000
4016,29,Female,Bachelors Degree,Human Resources Coordinator,2,45000
4017,23,Male,High School,Junior Sales Associate,1,25000
4018,32,Female,Masters Degree,Software Developer,7,90000
4019,44,Male,Bachelors Degree,Operations Manager,18,170000
4020,26,Female,Bachelors Degree,Marketing Coordinator,2,40000
4021,40,Male,PhD,Data Scientist,15,150000
4022,33,Female,Bachelors Degree,Human Resources Manager,8,95000
4023,24,Male,High School,Junior Sales Associate,1,25000
4024,35,Female,Masters Degree,Marketing Manager,10,110000
4025,29,Male,Bachelors Degree,Software Engineer,4,70000
4026,49,Male,PhD,Data Scientist,22,220000
4027,26,Female,Bachelors Degree,Junior Software Developer,2,35000
4028,41,Female,Masters Degree,Human Resources Manager,13,140000
4029,36,Male,Bachelors Degree,Operations Manager,9,110000
4030,28,Female,High School,Junior Sales Associate,1,25000
4031,43,Male,PhD,Data Scientist,16,160000
4032,29,Male,Bachelors Degree,Software Developer,5,80000
4033,39,Female,Masters Degree,Marketing Coordinator,11,120000
4034,32,Male,Bachelors Degree,Operations Manager,6,90000
4035,28,Female,Masters Degree,Human Resources Coordinator,2,45000
4036,40,Male,PhD,Data Scientist,15,150000
4037,33,Female,Bachelors Degree,Human Resources Manager,8,95000
4038,24,Male,High School,Junior Sales Associate,1,25000
4039,35,Female,Masters Degree,Marketing Manager,10,110000
4040,29,Male,Bachelors Degree,Software Engineer,4,70000
4041,49,Male,PhD,Data Scientist,22,220000
4042,26,Female,Bachelors Degree,Junior Software Developer,2,35000
4043,41,Female,Masters Degree,Human Resources Manager,13,140000
4044,36,Male,Bachelors Degree,Operations Manager,9,110000
4045,28,Female,High School,Junior Sales Associate,1,25000
4046,43,Male,PhD,Data Scientist,16,160000
4047,29,Male,Bachelors Degree,Software Developer,5,80000
4048,39,Female,Masters Degree,Marketing Coordinator,11,120000
4049,32,Male,Bachelors Degree,Operations Manager,6,90000
4050,28,Female,Masters Degree,Human Resources Coordinator,2,45000
4051,40,Male,PhD,Data Scientist,15,150000
4052,33,Female,Bachelors Degree,Human Resources Manager,8,95000
4053,24,Male,High School,Junior Sales Associate,1,25000
4054,35,Female,Masters Degree,Marketing Manager,10,110000
4055,29,Male,Bachelors Degree,Software Engineer,4,70000
4056,49,Male,PhD,Data Scientist,22,220000
4057,26,Female,Bachelors Degree,Junior Software Developer,2,35000
4058,41,Female,Masters Degree,Human Resources Manager,13,140000
4059,36,Male,Bachelors Degree,Operations Manager,9,110000
4060,28,Female,High School,Junior Sales Associate,1,25000
4061,43,Male,PhD,Data Scientist,16,160000
4062,29,Male,Bachelors Degree,Software Developer,5,80000
4063,39,Female,Masters Degree,Marketing Coordinator,11,120000
4064,32,Male,Bachelors Degree,Operations Manager,6,90000
4065,28,Female,Masters Degree,Human Resources Coordinator,2,45000
4066,40,Male,PhD,Data Scientist,15,150000
4067,33,Female,Bachelors Degree,Human Resources Manager,8,95000
4068,24,Male,High School,Junior Sales Associate,1,25000
4069,35,Female,Masters Degree,Marketing Manager,10,110000
4070,29,Male,Bachelors Degree,Software Engineer,4,70000
4071,49,Male,PhD,Data Scientist,22,220000
4072,26,Female,Bachelors Degree,Junior Software Developer,2,35000
4073,41,Female,Masters Degree,Human Resources Manager,13,140000
4074,36,Male,Bachelors Degree,Operations Manager,9,110000
4075,28,Female,High School,Junior Sales Associate,1,25000
4076,43,Male,PhD,Data Scientist,16,160000
4077,29,Male,Bachelors Degree,Software Developer,5,80000
4078,39,Female,Masters Degree,Marketing Coordinator,11,120000
4079,32,Male,Bachelors Degree,Operations Manager,6,90000
4080,28,Female,Masters Degree,Human Resources Coordinator,2,45000
4081,40,Male,PhD,Data Scientist,15,150000
4082,33,Female,Bachelors Degree,Human Resources Manager,8,95000
4083,24,Male,High School,Junior Sales Associate,1,25000
4084,35,Female,Masters Degree,Marketing Manager,10,110000
4085,29,Male,Bachelors Degree,Software Engineer,4,70000
4086,49,Male,PhD,Data Scientist,22,220000
4087,26,Female,Bachelors Degree,Junior Software Developer,2,35000
4088,41,Female,Masters Degree,Human Resources Manager,13,140000
4089,36,Male,Bachelors Degree,Operations Manager,9,110000
4090,28,Female,High School,Junior Sales Associate,1,25000
4091,43,Male,PhD,Data Scientist,16,160000
4092,29,Male,Bachelors Degree,Software Developer,5,80000
4093,39,Female,Masters Degree,Marketing Coordinator,11,120000
4094,32,Male,Bachelors Degree,Operations Manager,6,90000
4095,28,Female,Masters Degree,Human Resources Coordinator,2,45000
4096,40,Male,PhD,Data Scientist,15,150000
4097,33,Female,Bachelors Degree,Human Resources Manager,8,95000
4098,24,Male,High School,Junior Sales Associate,1,25000
4099,35,Female,Masters Degree,Marketing Manager,10,110000
4100,29,Male,Bachelors Degree,Software Engineer,4,70000
4101,49,Male,PhD,Data Scientist,22,220000
4102,26,Female,Bachelors Degree,Junior Software Developer,2,35000
4103,41,Female,Masters Degree,Human Resources Manager,13,140000
4104,36,Male,Bachelors Degree,Operations Manager,9,110000
4105,28,Female,High School,Junior Sales Associate,1,25000
4106,43,Male,PhD,Data Scientist,16,160000
4107,29,Male,Bachelors Degree,Software Developer,5,80000
4108,39,Female,Masters Degree,Marketing Coordinator,11,120000
4109,32,Male,Bachelors Degree,Operations Manager,6,90000
4110,28,Female,Masters Degree,Human Resources Coordinator,2,45000
4111,40,Male,PhD,Data Scientist,15,150000
4112,33,Female,Bachelors Degree,Human Resources Manager,8,95000
4113,24,Male,High School,Junior Sales Associate,1,25000
4114,35,Female,Masters Degree,Marketing Manager,10,110000
4115,29,Male,Bachelors Degree,Software Engineer,4,70000
4116,49,Male,PhD,Data Scientist,22,220000
4117,26,Female,Bachelors Degree,Junior Software Developer,2,35000
4118,41,Female,Masters Degree,Human Resources Manager,13,140000
4119,36,Male,Bachelors Degree,Operations Manager,9,110000
4120,28,Female,High School,Junior Sales Associate,1,25000
4121,43,Male,PhD,Data Scientist,16,160000
4122,29,Male,Bachelors Degree,Software Developer,5,80000
4123,39,Female,Masters Degree,Marketing Coordinator,11,120000
4124,32,Male,Bachelors Degree,Operations Manager,6,90000
4125,28,Female,Masters Degree,Human Resources Coordinator,2,45000
4126,40,Male,PhD,Data Scientist,15,150000
4127,33,Female,Bachelors Degree,Human Resources Manager,8,95000
4128,24,Male,High School,Junior Sales Associate,1,25000
4129,35,Female,Masters Degree,Marketing Manager,10,110000
4130,29,Male,Bachelors Degree,Software Engineer,4,70000
4131,49,Male,PhD,Data Scientist,22,220000
4132,26,Female,Bachelors Degree,Junior Software Developer,2,35000
4133,41,Female,Masters Degree,Human Resources Manager,13,140000
4134,36,Male,Bachelors Degree,Operations Manager,9,110000
4135,28,Female,High School,Junior Sales Associate,1,25000
4136,43,Male,PhD,Data Scientist,16,160000
4137,29,Male,Bachelors Degree,Software Developer,5,80000
4138,34,Male,Bachelors Degree,Software Engineer,6,85000
4139,31,Female,Masters Degree,Marketing Manager,4,62000
4140,41,Male,PhD,Data Scientist,13,138000
4141,27,Female,Bachelors Degree,Human Resources Coordinator,2,47000
4142,25,Male,High School,Junior Sales Associate,1,26000
4143,33,Female,Masters Degree,Software Developer,8,95000
4144,45,Male,Bachelors Degree,Operations Manager,19,174000
4145,28,Female,Bachelors Degree,Marketing Coordinator,2,41000
4146,42,Male,PhD,Data Scientist,16,162000
4147,34,Female,Bachelors Degree,Human Resources Manager,9,99000
4148,23,Male,High School,Junior Sales Associate,1,26000
4149,36,Female,Masters Degree,Marketing Manager,11,117000
4150,30,Male,Bachelors Degree,Software Engineer,5,75000
4151,50,Male,PhD,Data Scientist,23,225000
4152,27,Female,Bachelors Degree,Junior Software Developer,2,36000
4153,43,Female,Masters Degree,Human Resources Manager,14,146000
4154,37,Male,Bachelors Degree,Operations Manager,10,113000
4155,29,Female,High School,Junior Sales Associate,1,26000
4156,44,Male,PhD,Data Scientist,17,168000
4157,30,Male,Bachelors Degree,Software Developer,6,85000
4158,40,Female,Masters Degree,Marketing Coordinator,12,122000
4159,33,Male,Bachelors Degree,Operations Manager,7,96000
4160,29,Female,Masters Degree,Human Resources Coordinator,3,49000
4161,43,Male,PhD,Data Scientist,16,162000
4162,34,Female,Bachelors Degree,Human Resources Manager,9,99000
4163,23,Male,High School,Junior Sales Associate,1,26000
4164,36,Female,Masters Degree,Marketing Manager,11,117000
4165,30,Male,Bachelors Degree,Software Engineer,5,75000
4166,50,Male,PhD,Data Scientist,23,225000
4167,27,Female,Bachelors Degree,Junior Software Developer,2,36000
4168,43,Female,Masters Degree,Human Resources Manager,14,146000
4169,37,Male,Bachelors Degree,Operations Manager,10,113000
4170,29,Female,High School,Junior Sales Associate,1,26000
4171,44,Male,PhD,Data Scientist,17,168000
4172,30,Male,Bachelors Degree,Software Developer,6,85000
4173,40,Female,Masters Degree,Marketing Coordinator,12,122000
4174,33,Male,Bachelors Degree,Operations Manager,7,96000
4175,29,Female,Masters Degree,Human Resources Coordinator,3,49000
4176,43,Male,PhD,Data Scientist,16,162000
4177,34,Female,Bachelors Degree,Human Resources Manager,9,99000
4178,23,Male,High School,Junior Sales Associate,1,26000
4179,36,Female,Masters Degree,Marketing Manager,11,117000
4180,30,Male,Bachelors Degree,Software Engineer,5,75000
4181,50,Male,PhD,Data Scientist,23,225000
4182,27,Female,Bachelors Degree,Junior Software Developer,2,36000
4183,43,Female,Masters Degree,Human Resources Manager,14,146000
4184,37,Male,Bachelors Degree,Operations Manager,10,113000
4185,29,Female,High School,Junior Sales Associate,1,26000
4186,44,Male,PhD,Data Scientist,17,168000
4187,30,Male,Bachelors Degree,Software Developer,6,85000
4188,40,Female,Masters Degree,Marketing Coordinator,12,122000
4189,33,Male,Bachelors Degree,Operations Manager,7,96000
4190,29,Female,Masters Degree,Human Resources Coordinator,3,49000
4191,43,Male,PhD,Data Scientist,16,162000
4192,34,Female,Bachelors Degree,Human Resources Manager,9,99000
4193,23,Male,High School,Junior Sales Associate,1,26000
4194,36,Female,Masters Degree,Marketing Manager,11,117000
4195,30,Male,Bachelors Degree,Software Engineer,5,75000
4196,50,Male,PhD,Data Scientist,23,225000
4197,27,Female,Bachelors Degree,Junior Software Developer,2,36000
4198,43,Female,Masters Degree,Human Resources Manager,14,146000
4199,37,Male,Bachelors Degree,Operations Manager,10,113000
4200,29,Female,High School,Junior Sales Associate,1,26000
4201,44,Male,PhD,Data Scientist,17,168000
4202,30,Male,Bachelors Degree,Software Developer,6,85000
4203,40,Female,Masters Degree,Marketing Coordinator,12,122000
4204,33,Male,Bachelors Degree,Operations Manager,7,96000
