id,age, gender, education_level,role_name, years_of_experience, basic_salary,currency
3299,27,Female,Bachelors,Software Engineer,3,70000,gbp
3300,48,Male,PhD,Director of Data Science,18,210000,gbp
3301,34,Male,Masters,Data Scientist,9,140000,gbp
3302,23,Female,Bachelors,Software Engineer,1,50000,gbp
3303,32,Male,Masters,Product Manager,7,110000,gbp
3304,25,Female,Masters,Software Engineer,2,60000,gbp
3305,37,Male,Bachelors,Data Analyst,11,160000,gbp
3306,28,Male,Bachelors,Software Engineer,4,75000,gbp
3307,41,Female,PhD,Director of Data Science,16,200000,gbp
3308,34,Male,Masters,Data Analyst,8,100000,gbp
3309,24,Female,Bachelors,Software Developer,2,55000,gbp
3310,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3311,30,Female,Bachelors,Software Engineer,5,90000,gbp
3312,29,Male,Bachelors,Front End Developer,4,80000,gbp
3313,42,Male,Masters,Product Manager,14,180000,gbp
3314,26,Male,Bachelors,Software Developer,2,60000,gbp
3315,35,Female,Masters,Data Analyst,9,120000,gbp
3316,27,Female,Bachelors,Software Engineer,3,70000,gbp
3317,48,Male,PhD,Director of Data Science,18,210000,gbp
3318,34,Male,Masters,Data Scientist,9,140000,gbp
3319,23,Female,Bachelors,Software Engineer,1,50000,gbp
3320,32,Male,Masters,Product Manager,7,110000,gbp
3321,25,Female,Masters,Software Engineer,2,60000,gbp
3322,37,Male,Bachelors,Data Analyst,11,160000,gbp
3323,28,Male,Bachelors,Software Engineer,4,75000,gbp
3324,41,Female,PhD,Director of Data Science,16,200000,gbp
3325,34,Male,Masters,Data Analyst,8,100000,gbp
3326,24,Female,Bachelors,Software Developer,2,55000,gbp
3327,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3328,30,Female,Bachelors,Software Engineer,5,90000,gbp
3329,29,Male,Bachelors,Front End Developer,4,80000,gbp
3330,42,Male,Masters,Product Manager,14,180000,gbp
3331,26,Male,Bachelors,Software Developer,2,60000,gbp
3332,35,Female,Masters,Data Analyst,9,120000,gbp
3333,27,Female,Bachelors,Software Engineer,3,70000,gbp
3334,48,Male,PhD,Director of Data Science,18,210000,gbp
3335,34,Male,Masters,Data Scientist,9,140000,gbp
3336,23,Female,Bachelors,Software Engineer,1,50000,gbp
3337,32,Male,Masters,Product Manager,7,110000,gbp
3338,25,Female,Masters,Software Engineer,2,60000,gbp
3339,37,Male,Bachelors,Data Analyst,11,160000,gbp
3340,28,Male,Bachelors,Software Engineer,4,75000,gbp
3341,41,Female,PhD,Director of Data Science,16,200000,gbp
3342,34,Male,Masters,Data Analyst,8,100000,gbp
3343,24,Female,Bachelors,Software Developer,2,55000,gbp
3344,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3345,30,Female,Bachelors,Software Engineer,5,90000,gbp
3346,29,Male,Bachelors,Front End Developer,4,80000,gbp
3347,42,Male,Masters,Product Manager,14,180000,gbp
3348,26,Male,Bachelors,Software Developer,2,60000,gbp
3349,35,Female,Masters,Data Analyst,9,120000,gbp
3350,27,Female,Bachelors,Software Engineer,3,70000,gbp
3351,48,Male,PhD,Director of Data Science,18,210000,gbp
3352,34,Male,Masters,Data Scientist,9,140000,gbp
3353,23,Female,Bachelors,Software Engineer,1,50000,gbp
3354,32,Male,Masters,Product Manager,7,110000,gbp
3355,25,Female,Masters,Software Engineer,2,60000,gbp
3356,37,Male,Bachelors,Data Analyst,11,160000,gbp
3357,28,Male,Bachelors,Software Engineer,4,75000,gbp
3358,41,Female,PhD,Director of Data Science,16,200000,gbp
3359,34,Male,Masters,Data Analyst,8,100000,gbp
3360,24,Female,Bachelors,Software Developer,2,55000,gbp
3361,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3362,30,Female,Bachelors,Software Engineer,5,90000,gbp
3363,29,Male,Bachelors,Front End Developer,4,80000,gbp
3364,42,Male,Masters,Product Manager,14,180000,gbp
3365,26,Male,Bachelors,Software Developer,2,60000,gbp
3366,35,Female,Masters,Data Analyst,9,120000,gbp
3367,27,Female,Bachelors,Software Engineer,3,70000,gbp
3368,48,Male,PhD,Director of Data Science,18,210000,gbp
3369,34,Male,Masters,Data Scientist,9,140000,gbp
3370,23,Female,Bachelors,Software Engineer,1,50000,gbp
3371,32,Male,Masters,Product Manager,7,110000,gbp
3372,25,Female,Masters,Software Engineer,2,60000,gbp
3373,37,Male,Bachelors,Data Analyst,11,160000,gbp
3374,28,Male,Bachelors,Software Engineer,4,75000,gbp
3375,41,Female,PhD,Director of Data Science,16,200000,gbp
3376,34,Male,Masters,Data Analyst,8,100000,gbp
3377,24,Female,Bachelors,Software Developer,2,55000,gbp
3378,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3379,30,Female,Bachelors,Software Engineer,5,90000,gbp
3380,29,Male,Bachelors,Front End Developer,4,80000,gbp
3381,42,Male,Masters,Product Manager,14,180000,gbp
3382,26,Male,Bachelors,Software Developer,2,60000,gbp
3383,35,Female,Masters,Data Analyst,9,120000,gbp
3384,28,Male,Masters,Web Developer,5,80000,gbp
3385,30,Female,Bachelors,Junior HR Coordinator,4,60000,gbp
3386,25,Male,Bachelors,Junior Web Developer,2,50000,gbp
3387,45,Female,Masters,Senior Human Resources Manager,18,160000,gbp
3388,33,Male,PhD,Director of HR,9,120000,gbp
3389,22,Female,High School,Junior HR Generalist,0,40000,gbp
3390,36,Male,Bachelors,Web Developer,10,100000,gbp
3391,29,Female,Masters,Senior HR Generalist,4,75000,gbp
3392,42,Male,PhD,Director of HR,16,140000,gbp
3393,27,Female,Bachelors,Junior HR Coordinator,2,50000,gbp
3394,38,Male,Masters,Senior Human Resources Manager,11,110000,gbp
3395,24,Female,Bachelors,Web Developer,1,45000,gbp
3396,31,Male,High School,Junior Web Developer,4,55000,gbp
3397,39,Female,PhD,Director of HR,13,130000,gbp
3398,26,Male,Bachelors,Junior HR Generalist,2,50000,gbp
3399,32,Female,Masters,Senior HR Generalist,7,80000,gbp
3400,32,Male,Bachelors,Junior Web Developer,2,45000,gbp
3401,24,Female,High School,Junior HR Generalist,1,32000,gbp
3402,45,Male,PhD,Senior Human Resources Manager,12,120000,gbp
3403,29,Female,Masters,Web Developer,4,65000,gbp
3404,38,Male,Bachelors,Senior HR Generalist,8,95000,gbp
3405,27,Female,Masters,Director of HR,5,80000,gbp
3406,31,Female,High School,Junior HR Coordinator,3,38000,gbp
3407,42,Male,Masters,Web Developer,10,110000,gbp
3408,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3409,36,Male,Masters,Senior HR Generalist,7,89000,gbp
3410,28,Male,High School,Junior HR Generalist,1,32000,gbp
3411,33,Female,Bachelors,Web Developer,5,70000,gbp
3412,46,Male,PhD,Director of HR,15,150000,gbp
3413,25,Female,Bachelors,Junior Web Developer,1,40000,gbp
3414,37,Female,Masters,Senior Human Resources Manager,9,105000,gbp
3415,30,Male,Masters,Web Developer,4,65000,gbp
3416,43,Female,PhD,Director of HR,14,140000,gbp
3417,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3418,26,Female,High School,Junior HR Generalist,2,35000,gbp
3419,41,Male,Masters,Senior HR Generalist,11,115000,gbp
3420,29,Female,Masters,Web Developer,5,70000,gbp
3421,35,Male,Bachelors,Web Developer,6,80000,gbp
3422,27,Female,High School,Junior HR Coordinator,1,30000,gbp
3423,40,Male,PhD,Director of HR,13,135000,gbp
3424,23,Female,Bachelors,Junior Web Developer,1,40000,gbp
3425,39,Male,Masters,Senior HR Generalist,10,105000,gbp
3426,31,Male,High School,Junior HR Generalist,2,35000,gbp
3427,44,Female,PhD,Senior Human Resources Manager,12,120000,gbp
3428,28,Male,Masters,Web Developer,3,55000,gbp
3429,32,Female,Bachelors,Junior Web Developer,2,45000,gbp
3430,45,Male,Masters,Director of HR,14,140000,gbp
3431,26,Female,Bachelors,Web Developer,3,55000,gbp
3432,38,Male,PhD,Senior Human Resources Manager,11,115000,gbp
3433,27,Female,Masters,Senior HR Generalist,4,70000,gbp
3434,33,Male,High School,Junior HR Coordinator,3,38000,gbp
3435,42,Female,Masters,Director of HR,13,135000,gbp
3436,29,Male,Bachelors,Junior Web Developer,2,45000,gbp
3437,36,Female,Masters,Web Developer,7,85000,gbp
3438,30,Male,High School,Junior HR Generalist,1,32000,gbp
3439,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3440,34,Male,Bachelors,Web Developer,4,65000,gbp
3441,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3442,37,Male,PhD,Director of HR,12,120000,gbp
3443,24,Female,Bachelors,Junior Web Developer,1,40000,gbp
3444,39,Male,Masters,Senior HR Generalist,9,95000,gbp
3445,31,Male,High School,Junior HR Generalist,2,35000,gbp
3446,44,Female,PhD,Director of HR,14,140000,gbp
3447,28,Male,Bachelors,Web Developer,3,55000,gbp
3448,32,Female,Masters,Senior Human Resources Manager,6,80000,gbp
3449,45,Male,PhD,Director of HR,13,135000,gbp
3450,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3451,38,Male,Masters,Senior HR Generalist,8,95000,gbp
3452,27,Female,High School,Junior HR Generalist,1,32000,gbp
3453,33,Male,Bachelors,Web Developer,5,70000,gbp
3454,42,Female,Masters,Director of HR,12,120000,gbp
3455,29,Male,Masters,Senior Human Resources Manager,4,70000,gbp
3456,36,Female,Masters,Web Developer,7,85000,gbp
3457,30,Male,High School,Junior HR Coordinator,2,33000,gbp
3458,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3459,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3460,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3461,37,Male,PhD,Director of HR,11,115000,gbp
3462,24,Female,Bachelors,Web Developer,1,40000,gbp
3463,39,Male,Masters,Senior HR Generalist,10,105000,gbp
3464,31,Male,High School,Junior HR Generalist,2,35000,gbp
3465,44,Female,PhD,Director of HR,13,135000,gbp
3466,28,Male,Bachelors,Web Developer,4,65000,gbp
3467,32,Female,Masters,Senior Human Resources Manager,6,80000,gbp
3468,45,Male,PhD,Director of HR,14,140000,gbp
3469,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3470,38,Male,Masters,Senior HR Generalist,8,95000,gbp
3471,27,Female,High School,Junior HR Generalist,1,32000,gbp
3472,33,Male,Bachelors,Web Developer,5,70000,gbp
3473,42,Female,Masters,Director of HR,12,120000,gbp
3474,29,Male,Masters,Senior Human Resources Manager,4,70000,gbp
3475,36,Female,Masters,Web Developer,7,85000,gbp
3476,30,Male,High School,Junior HR Coordinator,2,33000,gbp
3477,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3478,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3479,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3480,37,Male,PhD,Director of HR,11,115000,gbp
3481,24,Female,Bachelors,Web Developer,1,40000,gbp
3482,39,Male,Masters,Senior HR Generalist,10,105000,gbp
3483,31,Male,High School,Junior HR Generalist,2,35000,gbp
3484,44,Female,PhD,Director of HR,13,135000,gbp
3485,28,Male,Bachelors,Web Developer,4,65000,gbp
3486,32,Female,Masters,Senior Human Resources Manager,6,80000,gbp
3487,45,Male,PhD,Director of HR,14,140000,gbp
3488,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3489,38,Male,Masters,Senior HR Generalist,8,95000,gbp
3490,27,Female,High School,Junior HR Generalist,1,32000,gbp
3491,33,Male,Bachelors,Web Developer,5,70000,gbp
3492,42,Female,Masters,Director of HR,12,120000,gbp
3493,29,Male,Masters,Senior Human Resources Manager,4,70000,gbp
3494,36,Female,Masters,Web Developer,7,85000,gbp
3495,30,Male,High School,Junior HR Coordinator,2,33000,gbp
3496,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3497,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3498,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3499,37,Male,PhD,Director of HR,11,115000,gbp
3500,24,Female,Bachelors,Web Developer,1,40000,gbp
3501,39,Male,Masters,Senior HR Generalist,10,105000,gbp
3502,31,Male,High School,Junior HR Generalist,2,35000,gbp
3503,44,Female,PhD,Director of HR,13,135000,gbp
3504,28,Male,Bachelors,Web Developer,4,65000,gbp
3505,32,Female,Masters,Senior Human Resources Manager,6,80000,gbp
3506,45,Male,PhD,Director of HR,14,140000,gbp
3507,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3508,38,Male,Masters,Senior HR Generalist,8,95000,gbp
3509,27,Female,High School,Junior HR Generalist,1,32000,gbp
3510,33,Male,Bachelors,Web Developer,5,70000,gbp
3511,42,Female,Masters,Director of HR,12,120000,gbp
3512,29,Male,Masters,Senior Human Resources Manager,4,70000,gbp
3513,36,Female,Masters,Web Developer,7,85000,gbp
3514,30,Male,High School,Junior HR Coordinator,2,33000,gbp
3515,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3516,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3517,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3518,37,Male,PhD,Director of HR,11,115000,gbp
3519,32,Male,Bachelors,Junior Web Developer,2,45000,gbp
3520,24,Female,High School,Junior HR Generalist,1,32000,gbp
3521,45,Male,PhD,Senior Human Resources Manager,12,120000,gbp
3522,29,Female,Masters,Web Developer,4,65000,gbp
3523,38,Male,Bachelors,Senior HR Generalist,8,95000,gbp
3524,27,Female,Masters,Director of HR,5,80000,gbp
3525,31,Female,High School,Junior HR Coordinator,3,38000,gbp
3526,42,Male,Masters,Web Developer,10,110000,gbp
3527,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3528,36,Male,Masters,Senior HR Generalist,7,89000,gbp
3529,28,Male,High School,Junior HR Generalist,1,32000,gbp
3530,33,Female,Bachelors,Web Developer,5,70000,gbp
3531,46,Male,PhD,Director of HR,15,150000,gbp
3532,25,Female,Bachelors,Junior Web Developer,1,40000,gbp
3533,37,Female,Masters,Senior Human Resources Manager,9,105000,gbp
3534,30,Male,Masters,Web Developer,4,65000,gbp
3535,43,Female,PhD,Director of HR,14,140000,gbp
3536,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3537,26,Female,High School,Junior HR Generalist,2,35000,gbp
3538,41,Male,Masters,Senior HR Generalist,11,115000,gbp
3539,29,Female,Masters,Web Developer,5,70000,gbp
3540,35,Male,Bachelors,Web Developer,6,80000,gbp
3541,27,Female,High School,Junior HR Coordinator,1,30000,gbp
3542,40,Male,PhD,Director of HR,13,135000,gbp
3543,23,Female,Bachelors,Junior Web Developer,1,40000,gbp
3544,39,Male,Masters,Senior HR Generalist,10,105000,gbp
3545,31,Male,High School,Junior HR Generalist,2,35000,gbp
3546,44,Female,PhD,Senior Human Resources Manager,12,120000,gbp
3547,28,Male,Masters,Web Developer,3,55000,gbp
3548,32,Female,Bachelors,Junior Web Developer,2,45000,gbp
3549,45,Male,Masters,Director of HR,14,140000,gbp
3550,26,Female,Bachelors,Web Developer,3,55000,gbp
3551,38,Male,PhD,Senior Human Resources Manager,11,115000,gbp
3552,27,Female,Masters,Senior HR Generalist,4,70000,gbp
3553,33,Male,High School,Junior HR Coordinator,3,38000,gbp
3554,42,Female,Masters,Director of HR,13,135000,gbp
3555,29,Male,Bachelors,Junior Web Developer,2,45000,gbp
3556,36,Female,Masters,Web Developer,7,85000,gbp
3557,30,Male,High School,Junior HR Generalist,1,32000,gbp
3558,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3559,34,Male,Bachelors,Web Developer,4,65000,gbp
3560,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3561,37,Male,PhD,Director of HR,12,120000,gbp
3562,24,Female,Bachelors,Junior Web Developer,1,40000,gbp
3563,39,Male,Masters,Senior HR Generalist,9,95000,gbp
3564,31,Male,High School,Junior HR Generalist,2,35000,gbp
3565,44,Female,PhD,Director of HR,14,140000,gbp
3566,28,Male,Bachelors,Web Developer,3,55000,gbp
3567,32,Female,Masters,Senior Human Resources Manager,6,80000,gbp
3568,45,Male,PhD,Director of HR,13,135000,gbp
3569,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3570,38,Male,Masters,Senior HR Generalist,8,95000,gbp
3571,27,Female,High School,Junior HR Generalist,1,32000,gbp
3572,33,Male,Bachelors,Web Developer,5,70000,gbp
3573,42,Female,Masters,Director of HR,12,120000,gbp
3574,29,Male,Masters,Senior Human Resources Manager,4,70000,gbp
3575,36,Female,Masters,Web Developer,7,85000,gbp
3576,30,Male,High School,Junior HR Coordinator,2,33000,gbp
3577,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3578,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3579,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3580,37,Male,PhD,Director of HR,11,115000,gbp
3581,24,Female,Bachelors,Web Developer,1,40000,gbp
3582,39,Male,Masters,Senior HR Generalist,10,105000,gbp
3583,31,Male,High School,Junior HR Generalist,2,35000,gbp
3584,44,Female,PhD,Director of HR,13,135000,gbp
3585,28,Male,Bachelors,Web Developer,4,65000,gbp
3586,32,Female,Masters,Senior Human Resources Manager,6,80000,gbp
3587,45,Male,PhD,Director of HR,14,140000,gbp
3588,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3589,38,Male,Masters,Senior HR Generalist,8,95000,gbp
3590,27,Female,High School,Junior HR Generalist,1,32000,gbp
3591,33,Male,Bachelors,Web Developer,5,70000,gbp
3592,42,Female,Masters,Director of HR,12,120000,gbp
3593,29,Male,Masters,Senior Human Resources Manager,4,70000,gbp
3594,36,Female,Masters,Web Developer,7,85000,gbp
3595,30,Male,High School,Junior HR Coordinator,2,33000,gbp
3596,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3597,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3598,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3599,37,Male,PhD,Director of HR,11,115000,gbp
3600,24,Female,Bachelors,Web Developer,1,40000,gbp
3601,39,Male,Masters,Senior HR Generalist,10,105000,gbp
3602,31,Male,High School,Junior HR Generalist,2,35000,gbp
3603,44,Female,PhD,Director of HR,13,135000,gbp
3604,28,Male,Bachelors,Web Developer,4,65000,gbp
3605,32,Female,Masters,Senior Human Resources Manager,6,80000,gbp
3606,45,Male,PhD,Director of HR,14,140000,gbp
3607,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3608,38,Male,Masters,Senior HR Generalist,8,95000,gbp
3609,27,Female,High School,Junior HR Generalist,1,32000,gbp
3610,33,Male,Bachelors,Web Developer,5,70000,gbp
3611,42,Female,Masters,Director of HR,12,120000,gbp
3612,29,Male,Masters,Senior Human Resources Manager,4,70000,gbp
3613,36,Female,Masters,Web Developer,7,85000,gbp
3614,30,Male,High School,Junior HR Coordinator,2,33000,gbp
3615,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3616,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
3617,25,Female,Masters,Junior HR Generalist,1,32000,gbp
3618,37,Male,PhD,Director of HR,11,115000,gbp
3619,24,Female,Bachelors,Web Developer,1,40000,gbp
3620,39,Male,Masters,Senior HR Generalist,10,105000,gbp
3621,31,Male,High School,Junior HR Generalist,2,35000,gbp
3622,44,Female,PhD,Director of HR,13,135000,gbp
3623,28,Male,Bachelors,Web Developer,4,65000,gbp
3624,32,Female,Masters,Senior Human Resources Manager,6,80000,gbp
3625,45,Male,PhD,Director of HR,14,140000,gbp
3626,26,Female,Bachelors,Junior Web Developer,2,45000,gbp
3627,38,Male,Masters,Senior HR Generalist,8,95000,gbp
3628,27,Female,High School,Junior HR Generalist,1,32000,gbp
3629,33,Male,Bachelors,Web Developer,5,70000,gbp
3630,42,Female,Masters,Director of HR,12,120000,gbp
3631,29,Male,Masters,Senior Human Resources Manager,4,70000,gbp
3632,36,Female,Masters,Web Developer,7,85000,gbp
3633,30,Male,High School,Junior HR Coordinator,2,33000,gbp
3634,43,Female,PhD,Senior Human Resources Manager,15,150000,gbp
3635,34,Male,Bachelors,Junior Web Developer,3,50000,gbp
